"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
47965,"AALA202309277776","2023-09-19","2023-09-27",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED AT BS 5OOE AND S24R. REMOVED, FABRICATED, AND INSTALLED TRANSITION PANEL PER SRM 53-00-53-2R PROCEDURE 5.",329,7,"5320","","","","","","","","","","","","TRANSITION PANEL","UNKNOWN","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500E","","24","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47949,"AALA202306159932","2023-06-10","2023-06-15",7,7,"A","SW","23","A","E","","","A","","","","TO","O","AIRCRAFT WAS GROUNDED: SEVERE NOSE GEAR VIBRATION ON TAKE-OFF, FORCES FELT INFLIGHT CONTROLS. EMERGENCY DECLARED; FLIGHT RETURNED TO MIA LANDING SAFELY. **SUPPLEMENTAL REPORT FOR AALA202306132611: NOSE STRUT SERVICED PER AMM 12-15-41 (AALA202306132611). LEFT AND RIGHT NOSE TIRES WERE FOUND OUT OF ROUND. TIRES REPLACED PER AMM 32-45-21 (AALA202306159932, AALA202306151821).** (CLOSED)",1369,7,"3244","","","","","","","","","","","BFGOODRICH","TIRE","31559","E1163","DEFORMED","ZONE 700 - GEARS",1385,505,1385,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","",1,"","","","","","strut","TIRE",32,"Landing Gear"
47950,"AALA202306150408","2023-06-14","2023-06-15",7,7,"A","SW","23","A","O","","","O","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: PUNCTURE IN FORWARD CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 500 TO BS 500A AT S26R. REPLACED TRANSITION PANEL PER SRM 51-40-02-0G.",1106,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A8126Y29","","PUNCTURED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500","500A","26","R","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47951,"AALA202309126150","2023-09-10","2023-09-12",7,7,"A","SW","23","A","O","","","K","","","","UK","O","AIRCRAFT WAS NOT GROUNDED: PASSENGER ENTRY DOOR GUST LOCK DIFFICULT TO UNLOCK. LUBRICATED FORWARD ENTRY DOOR GUST LOCK.",149,7,"5210","","","","","","","","","","","","GUST LOCK","UNKNOWN","","LACK OF LUBE","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
47952,"AALA202309128554","2023-09-04","2023-09-12",7,7,"A","SW","23","A","N","","","A","","","","CR","V","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT DIVERTED TO ORD DUE TO LEFT ENGINE OVERHEAT DETECTOR LIGHT ILLUMINATED IN BOTH A AND B POSITIONS. FLIGHT LANDED SAFELY AT ORD WITHOUT FURTHER INCIDENT. MAINTENANCE REPLACED LEFT ENGINE UPPER FAN DETECTOR ASSEMBLY PER AMM 26-11-01. ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK.",104,7,"2613","","","","","","","","","","","MEGGITT","OVERHEAT SENSOR","902864","","FALSE INDICATION","ZONE 400 - NAC/P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,1,"","","","","","","","","","",1,"","engine","OVERHEAT DETECTION",26,"Fire Protection"
47953,"AALA202306205512","2023-06-19","2023-06-20",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 727 TO BS 727J AT S26R. REMOVED, FABRICATED, AND INSTALLED TRANSITION PANEL PER SRM 53-00-53-2R PROCEDURE 6 REPAIR 6.",1106,7,"5320","","","","","","","","","","","","TRANSITION PANEL","","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","727","727J","26","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47954,"AALA202309157323","2023-09-13","2023-09-15",7,7,"A","SW","23","A","O","","","K","","","","UK","O","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR HARD TO OPEN AND CLOSE. RE-SECURED DOOR FRAME.",1188,7,"5250","","","","","","","","","","","BOEING","DOOR FRAME","","","UNSECURE","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","door","FIXED INNER DOORS",52,"Doors"
47955,"AALA202306232922","2023-06-23","2023-06-23",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN AFT PRESSURE BULKHEAD LOWER WEB LOCATED AT BS 1016 FROM RBL 16.73 TO RBL 8.39. REMOVED, FABRICATED AND INSTALLED NEW WEB PER SRM 51-40-02.",598,7,"5312","","","","","","","","","","","","WEB","UNKNOWN","","CRACKED","ZONE 200 - FUSE","","","","","","","","","","","","","","","1016","","","","","","","","","","16.73","R","8.39","R","","","",1,"","","",0,"","","",1,"","","","","","","","",1,"","other","FUSELAGE MAIN, BULKHEAD",53,"Fuselage"
47956,"AALA202306230921","2023-06-22","2023-06-23",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN MAIN CABIN FLOOR STRUCTURE INTERCOSTAL ANGLE LOCATED FROM BS 380 TO BS 400 AT BL 0. REPLACED ANGLE PER DWG 143A5400.",1106,7,"5320","","","","","","","","","","","BOEING","ANGLE","143A5410170","","CRACKED","ZONE 200 - FUSE","","","","","","","","","","","","","","","380","400","","","","","","","","","0.0","","","","","","1.0",1,"","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47957,"AALA202307241104","2023-07-19","2023-07-24",7,7,"A","SW","23","A","J","","","E","A","","","CR","V","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT DIVERTED TO TPA DUE TO AT CRUISE, LEFT ENGINE OIL TEMPERATURE ROSE TO YELLOW ARC EVENTUALLY RISING TO RED LINE. OIL QUANTITY DROPPED TO A LOW OF 3 QUARTS. OIL TEMP INDICATION FAILED. CREW SHUTDOWN LEFT ENGINE. AIRCRAFT LANDED SAFELY AT TPA. **SUPPLEMENTAL REPORT FOR AALA202307201104: MAINTENANCE REPLACED LEFT ENGINE PER JOB CARD 08L40072003. ACCOMPLISHED SATISFACTORY OPERATIONAL CHECKS.** (CLOSED)",1324,7,"7200","CFMINT","CFM567B20","875568.0",66680,27056,"","","","","","CFMINT","ENGINE","","","FAILED","ZONE 400 - NAC/P","","",3071,"R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,1,"",1,"","","","","","","","","","","engine","ENGINE (TURBINE/TURBOPROP)",72,"Engine"
47958,"AALA202308213029","2023-08-01","2023-08-21",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT RIGHT HAND TRANSITION SHIELD LOCATED FROM STA 500 TO 500A, AND RBL 25. REPLACED TRANSITION SHIELD PER AARD 51-00-05-01.",213,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","UNKNOWN","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500","500A","","","","","","","","","25.0","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47959,"AALA202308218381","2023-07-26","2023-08-21",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL LOCATED FROM BS 500B TO BS 500C. REPLACED TRANSITION PANEL PER SRM 53-130-00.",273,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A7501187","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500B","500C","","","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47960,"AALA202308215656","2023-08-17","2023-08-21",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: RIGHT AFT OUTBOARD FLIGHT ATTENDANT'S FLASHLIGHT DOESN'T TEST. REMOVED AND REPLACED RIGHT AFT OUTBOARD FLIGHT ATTENDANT FLASHLIGHT PER B737NG SRM 51-40-02.",598,7,"2560","","","","","","","","","","","","FLASHLIGHT","UNKNOWN","","NO TEST","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
47961,"AALA202307255047","2023-07-21","2023-07-25",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FORWARD FLIGHT ATTENDANT SEAT FLASHLIGHT ASSEMBLY BROKEN. REMOVE AND REPLACED FORWARD FLIGHT ATTENDANT SEAT FLAHSLIGHT ASSEMBLY PER AMM 25-64-00.",521,7,"2560","","","","","","","","","","","","FLASHLIGHT ASSY","P2070015002","","BROKEN","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
47962,"AALA202309262563","2023-09-23","2023-09-26",7,7,"A","SW","23","A","O","","","K","","","","DE","O","AIRCRAFT WAS GROUNDED: ON DESCENT NOTICE HOT ODOR SMELL IN THE COCKPIT. ADDITIONALLY WINDOWS FOGGED UP, AND LEFT PACK LIGHT ILLUMINATED AND TEMP WAS PEGGED AT 200 DEGREES. **SUPPLEMENTAL REPORT WILL BE SUBMITTED.** (OPEN).",779,7,"2150","","","","","","","","","","","","UNKNOWN","UNKNOWN","","UNKNOWN","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"",1,"","","","","",1,"CND","CABIN COOLING SYSTEM",21,"Air Conditioning"
47963,"AALA202306290109","2023-06-28","2023-06-29",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 15.04. REPLACED SHEAR FITTING PER SRM 57-14-001 PROCEDURE REPAIR 1.",1106,7,"5340","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","15.04","L","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
47985,"AALA202307139750","2023-07-11","2023-07-13",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 15.04. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1333,7,"5340","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","15.04","R","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
47964,"AALA202308220767","2023-08-18","2023-08-22",7,7,"A","SW","23","A","J","","","A","","","","CL","V","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT RETURNED TO DFW DUE TO ENGINE #1 OVERHEAT LIGHT ILLUMINATED ON INITIAL CLIMB. THE AIRCRAFT LANDED SAFELY AT DFW WITHOUT FURTHER INCIDENT. **SUPPLEMENTAL REPORT FOR AALA202308214097: MAINTENANCE REPLACED #1 ENGINE UPPER FAN FIRE/OVERHEAT DETECTOR ASSEMBLY M1757 (AALA202308214097), LOWER FAN DETECTOR ASSEMBLY M1758 (AALA202308221262), LEFT CORE DETECTOR ASSEMBLY M1759 (AALA202308221394), RIGHT CORE DETECTOR ASSEMBLY M1760 (AALA202308220767) PER AMM 26-11-01.** (CLOSED)",161,7,"2613","","","","","","","","","","","MEGGITT","DETECTOR","90201801","","FALSE INDICATION","ZONE 400 - NAC/P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"",1,"","","","","","",1,"","engine","OVERHEAT DETECTION",26,"Fire Protection"
47966,"AALA202309275750","2023-09-24","2023-09-27",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 15.04. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1235,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","15.04","L","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47967,"AALA202309272567","2023-09-24","2023-09-27",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1235,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","6.14","R","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47968,"AALA202308235501","2023-08-21","2023-08-23",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT 17F WINDOW SHADE STICKS PARTIALLY OPEN. REMOVED AND REPLACED EMERGENCY EXIT DOOR 17F WINDOW SHADE PER AMM TASK 25-21-12-000/400-801.",713,7,"5100","","","","","","","","","","","BOEING","SHADE","411A6809303B","","STICKING","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","window","STANDARD PRACTICES/STRUCTURES",51,"Standard Practices And Structures - General"
47970,"AALA202309281217","2023-09-20","2023-09-28",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN INTERCOSTAL UPPER FLANGE LOCATED FROM BS 312 TO BS 328 AT LBL 46. REPLACED INTERCOSTAL PER AARD 51-00-05-1, DWG 141A5400, AND SRM 51-40-02.",87,7,"5320","","","","","","","","","","","BOEING","INTERCOSTAL","141A5410U140","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","312","328","","","","","","","","","46.0","L","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47971,"AALA202309283178","2023-09-06","2023-09-28",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL LOCATED AT BS 727D AND RBL 26. REPLACED TRANSITION PANEL PER SRM 53-00-53.",443,7,"5320","","","","","","","","","","","","TRANSITION PANEL","UNKNOWN","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","727D","","","","","","","","","","26.0","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47972,"AALA202307315059","2023-07-30","2023-07-31",7,7,"A","SW","23","A","B","","","K","","","","LD","O","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT REPORTED BURNING PLASTIC SMELL IN AFT GALLEY BEFORE LANDING. ACCOMPLISHED WORK CARD 08L0021001. NUMBER 4 COFFEE MAKER SHOW SIGNS OF BURN. **SUPPLEMENTAL REPORT WILL BE SUBMITTED.** (OPEN)",259,7,"2530","","","","","","","","","","","","UNKNOWN","UNKNOWN","","UNKNOWN","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","",1,"","","","","","","",1,"CND","BUFFET/GALLEYS",25,"Equipment / Furnishings"
47973,"AALA202307051960","2023-06-12","2023-07-05",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD PASSENGER CABIN ENTRY AREA FLOORBEAM LOCATED AT BS 312 AND LBL 15. REPAIRED FLOORBEAM PER SRM 53-10-51-2R-15.",259,7,"5315","","","","","","","","","","","BOEING","FLOORBEAM","UNKNOWN","","CORRODED","ZONE 200 - FUSE","","","","","","","","","","","","","","","312","","","","","","","","","","15.0","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
47974,"AALA202308016801","2023-07-31","2023-08-01",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAVATORY DOOR REPORTED DIFFICULT TO OPEN AND CLOSE. PERFORMED ADJUSTMENT OF LEFT AFT LAVATORY DOOR.",50,7,"5250","","","","","","","","","","","","DOOR","UNKNOWN","","OUT OF ADJUST","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
47975,"AALA202308024245","2023-07-30","2023-08-02",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT PASSENGER CABIN INTERCOSTAL LOCATED FROM BS 986.5 TO BS 1006 AT RBL 32. REPLACED INTERCOSTAL PER SRM 53-70-51-1A",669,7,"5320","","","","","","","","","","","BOEING","INTERCOSTAL","UNKNOWN","","CORRODED","ZONE 200 - FUSE","","","","","","","","","","","","","","","986.5","1006","","","","","","","","","32.0","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47976,"AALA202308256858","2023-08-23","2023-08-25",7,7,"A","SW","23","A","J","","","A","","","","CR","V","AIRCRAFT WAS GROUNDED. AN EMERGENCY WAS DECLARED, AIRCRAFT DIVERTED TO RDU DUE TO RIGHT WING FUEL IMBALANCE. AIRCRAFT LANDED SAFELY WITHOUT FURTHER INCIDENT. **SUPPLEMENTAL REPORT WILL BE SUBMITTED. ** (OPEN).",1143,7,"2800","","","","","","","","","","","","UNKNOWN","UNKNOWN","","UNKNOWN","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,1,"","","","","","","",1,"","",1,"","CND","AIRCRAFT FUEL SYSTEM",28,"Fuel"
47977,"AALA202310039818","2023-09-28","2023-10-03",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX AREA FLOOR SUPPORT BREAK ASSEMBLY PANEL LOCATED AT BS 540 AND LBL 2. REPLACED FLOOR SUPPORT BREAK ASSEMBLY PANEL PER SRM 51-10-02-0G.",83,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","143A524035SD","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","2.0","L","","","","","3.0",1,"","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47978,"AALA202308291102","2023-08-27","2023-08-29",7,7,"A","SW","23","A","O","","","O","","","","CR","O","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR STUCK CLOSED. MAINTENANCE REPLACED AFT LAVATORY DOOR TRIM.",650,7,"5250","","","","","","","","","","","","TRIM PANEL","UNKNOWN","","DAMAGED","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","",1,"","","panel","FIXED INNER DOORS",52,"Doors"
47979,"AALA202310051742","2023-09-17","2023-10-05",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL LOCATED FROM BS 500 + 16 INCHES TO BS 500C + 12 INCHES, WL 148.5, LBL 25. REPLACED TRANSITION PANEL PER SRM 53-00-53-2R.",87,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A7501187","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500+16","500C+12","","","","","","","","","25.0","L","","","148.5","","","","","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47980,"AALA202308090330","2023-08-08","2023-08-09",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: RIGHT AFT OUTBOARD FLIGHT ATTENDANT FLASHLIGHT IS INOPERATIVE. REPLACED FLASHLIGHT BATTERY PER AMM 25-64-00.",404,7,"2560","","","","","","","","","","","","BATTERY","P2070021002","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","battery","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
47981,"AALA202307117473","2023-07-10","2023-07-11",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR DIFFICULT TO OPEN AND CLOSE. INSPECTED AND ADJUSTED FORWARD LAVATORY DOOR",1107,7,"5250","","","","","","","","","","","","DOOR","UNKNOWN","","OUT OF ADJUST","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
47982,"AALA202307119127","2023-07-10","2023-07-11",7,7,"A","SW","23","A","O","","","K","","","","NR","V","AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT NOT ARMED AMBER LIGHT HAS ONE LAMP INOPERATIVE. REPLACED LAMPS.",1158,7,"3350","","","","","","","","","","","","LAMP","UNKNOWN","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
47983,"AALA202306023839","2023-06-01","2023-06-02",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: L1 DOOR SKIN WORN AT LOWER HINGE CUT-OUT AREA, LOCATED FROM BS 312 TO BS 344. REPAIRED SKIN PER SRM 52-10-01.",1349,7,"5210","","","","","","","","","","","","SKIN","","","WORN","ZONE 800 - DOORS","","","","","","","","","","","","","","","312","","","","","","","","","","","","","","344","","","","","","",0,"","","",1,"","","","","","","","",1,"","hinge","PASSENGER/CREW DOORS",52,"Doors"
47984,"AALA202306024203","2023-06-02","2023-06-02",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1186,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","6.14","L","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47986,"AALA202307130873","2023-07-10","2023-07-13",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1333,7,"5340","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","6.14","R","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
47987,"AALA202308116993","2023-08-08","2023-08-11",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER RIB'S FORWARD MOST STIFFENER, LOCATED AT STABILIZER STA 147.9, REPAIRED RIB PER SRM 55-10-09-2R.",869,7,"5510","","","","","","","","","","","BOEING","STIFFENER","182A240519","","CRACKED","ZONE 300 - STABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L STAB STA 147.9","",0,"","","","","","","","","","","","",1,"","other","HORIZONTAL STABILIZER STRUCTURE",55,"Stabilizers"
47988,"AALA202308113804","2023-08-10","2023-08-11",7,7,"A","SW","23","A","O","","","K","","","","NR","V","AIRCRAFT WAS NOT GROUNDED: THE EMERGENCY EXIT LIGHT NOT ARMED NEEDS TO BE RLELAMPED. MAINTENANCE REPLACED THE LAMP AS REQUIRED.",509,7,"3350","","","","","","","","","","","","LAMP","UNKNOWN","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
